group,names,scores,logfoldchanges,pvals,pvals_adj
0,Stx3,6.5521784,1.8289165,5.670373287538835e-11,1.1496681840484988e-09
0,Fcnb,6.4282837,6.4073434,1.290527222112824e-10,2.552725797886586e-09
0,Msra,6.383458,2.012231,1.7313305742026105e-10,3.3431168944721838e-09
0,Mgl2,6.316248,1.3412819,2.6799002583238837e-10,5.113880257648634e-09
0,Grina,6.2707415,1.2054898,3.593330891582329e-10,6.6992904668351e-09
0,Cst3,6.2499456,0.77342916,4.1059554133690657e-10,7.568022364187074e-09
0,Egln3,6.1469035,0.592398,7.901022969128956e-10,1.4239399173252408e-08
0,Cd33,6.016512,1.8385863,1.7821555997181093e-09,3.176545475541509e-08
0,Spint1,5.9942975,1.026062,2.0436691947742157e-09,3.603077645569324e-08
0,Thy1,5.9732747,1.115003,2.325376344742418e-09,4.055656377604518e-08
0,Dach1,5.862459,2.8419771,4.560622264191058e-09,7.705551367206142e-08
0,Ctsa,5.767389,0.6789804,8.050913228780761e-09,1.3462454904208653e-07
0,Cndp2,5.7549057,0.5819521,8.669012806509823e-09,1.4348100787917278e-07
0,Noct,5.736039,0.6051876,9.691618801673265e-09,1.587859161243842e-07
0,Pglyrp1,5.725911,4.166808,1.0288017322574419e-08,1.6687164097215708e-07
0,S100a10,5.706988,0.6423664,1.1499307412711112e-08,1.8467204577641012e-07
0,Vim,5.7019377,0.69225085,1.1845309460381285e-08,1.883636465170436e-07
0,Hdc,5.6548142,1.1404239,1.560150819590561e-08,2.4568588634717374e-07
0,Lipa,5.637451,0.7513996,1.7258548671940054e-08,2.6916698024891124e-07
0,Napsa,5.6084566,0.5839418,2.0413913803976905e-08,3.15346363714767e-07
0,Rhou,5.592994,5.8925533,2.2318654412444547e-08,3.415175231791043e-07
0,Pdlim7,5.551942,0.784147,2.8251334321949087e-08,4.282585445813217e-07
0,Sp100,5.4898386,0.6480409,4.0230120314775716e-08,6.041968069496871e-07
0,Lst1,5.465156,1.4791232,4.6249959573989776e-08,6.882333433854259e-07
0,Spp1,5.4254656,0.90569454,5.7803681887091915e-08,8.52341563826028e-07
0,Runx2,5.4113655,0.57818395,6.254602787855476e-08,9.139608758469894e-07
0,Bst2,5.389236,0.50599897,7.07577630710342e-08,1.0247240330465846e-06
0,Tusc1,5.167009,0.74918836,2.3787017800811543e-07,3.3844335853435374e-06
0,Man2b1,5.1597457,0.8166022,2.4728533952677166e-07,3.4877984409775964e-06
0,Tmem40,5.10082,1.6709521,3.3818519175792186e-07,4.68834513702008e-06
0,Lgals3,5.080308,0.44627336,3.768235383306439e-07,5.1797269421381725e-06
0,Chil3,5.000955,5.783855,5.70469782616409e-07,7.710849895031795e-06
0,AB124611,4.9898624,1.5026964,6.042236906594099e-07,8.099593605368288e-06
0,Ffar2,4.9865146,0.55228263,6.147829598497267e-07,8.173589843248007e-06
0,Plaur,4.915361,1.5427144,8.861907697779901e-07,1.1591947004676613e-05
0,Arfgef2,4.801878,0.72929174,1.571843282197777e-06,2.0075037824604678e-05
0,Ctsc,4.7836356,0.31710407,1.7215247436186591e-06,2.1814946360542697e-05
0,Pnkp,4.711801,1.9384189,2.4553676068901607e-06,3.087291673159567e-05
0,Ak4,4.626377,0.48136112,3.721173655640458e-06,4.572533082915774e-05
0,Pnpla7,4.61744,1.5670831,3.885021759233047e-06,4.737973904869174e-05
